GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
221830,2.55E-36,4.66E-37,0.27,12.7186,3.43696,130.06,POLR1F,RNA polymerase I subunit F
5546,2.56E-36,4.67E-37,0.237,12.71843,3.014133,170.47,PRCC,proline rich mitotic checkpoint control factor
220002,2.64E-36,4.81E-37,0.245,12.7161,3.110361,203.02,CYB561A3,cytochrome b561 family member A3
105371893,2.66E-36,4.85E-37,0.301,12.71545,3.829847,94.44,SLC9A3R1-AS1,SLC9A3R1 antisense RNA 1
51272,2.67E-36,4.87E-37,0.237,12.71515,3.013354,184.2,BET1L,Bet1 golgi vesicular membrane trafficking protein like
5962,2.68E-36,4.89E-37,0.24,12.71493,3.049951,224.19,RDX,radixin
56647,2.81E-36,5.14E-37,0.258,12.71101,3.285047,134.83,BCCIP,BRCA2 and CDKN1A interacting protein
401124,2.82E-36,5.15E-37,0.257,12.71074,3.266201,335.31,DTHD1,death domain containing 1
55326,2.84E-36,5.18E-37,0.247,12.71033,3.139396,138.11,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5
4174,2.92E-36,5.33E-37,0.2,12.70814,2.536631,239.6,MCM5,minichromosome maintenance complex component 5
24145,2.92E-36,5.33E-37,0.225,12.70812,2.860968,201,PANX1,pannexin 1
4507,2.94E-36,5.37E-37,0.225,12.70753,2.85812,196.15,MTAP,methylthioadenosine phosphorylase
53981,2.98E-36,5.44E-37,0.206,12.70646,2.6211,495.1,CPSF2,cleavage and polyadenylation specific factor 2
2787,2.98E-36,5.45E-37,0.399,12.70636,5.074543,121.5,GNG5,G protein subunit gamma 5
79970,3.01E-36,5.51E-37,0.215,12.70555,2.732902,210.2,ZNF767P,"zinc finger family member 767, pseudogene"
2720,3.17E-36,5.80E-37,0.242,12.70148,3.079081,204.64,GLB1,galactosidase beta 1
80781,3.19E-36,5.83E-37,0.205,12.70114,2.60566,496.01,COL18A1,collagen type XVIII alpha 1 chain
100093630,3.20E-36,5.86E-37,0.342,12.70074,4.343843,93.1,SNHG8,small nucleolar RNA host gene 8
55863,3.25E-36,5.95E-37,0.256,12.69951,3.257127,131.21,TMEM126B,transmembrane protein 126B
94005,3.26E-36,5.98E-37,0.215,12.69917,2.725329,186.08,PIGS,phosphatidylinositol glycan anchor biosynthesis class S
7789,3.31E-36,6.06E-37,0.278,12.69805,3.529502,134.44,ZXDA,zinc finger X-linked duplicated A
79074,3.32E-36,6.08E-37,0.215,12.69782,2.734179,348.55,C2orf49,chromosome 2 open reading frame 49
51434,3.69E-36,6.77E-37,0.212,12.68945,2.690023,230.16,ANAPC7,anaphase promoting complex subunit 7
117143,3.72E-36,6.82E-37,0.279,12.6888,3.541187,113.46,TADA1,transcriptional adaptor 1
5436,3.75E-36,6.88E-37,0.269,12.68816,3.418562,131.03,POLR2G,RNA polymerase II subunit G
91582,3.78E-36,6.93E-37,0.272,12.68756,3.450673,117.76,RPS19BP1,ribosomal protein S19 binding protein 1
10056,3.89E-36,7.14E-37,0.207,12.68527,2.622624,263.44,FARSB,phenylalanyl-tRNA synthetase subunit beta
10099,3.93E-36,7.19E-37,0.227,12.68464,2.873303,311.26,TSPAN3,tetraspanin 3
643036,4.00E-36,7.34E-37,0.454,12.68305,5.762486,140.81,SLED1,"proteoglycan 3, pro eosinophil major basic protein 2 pseudogene"
55262,4.16E-36,7.62E-37,0.249,12.68013,3.158679,252.71,TRAPPC14,trafficking protein particle complex subunit 14
399665,4.27E-36,7.83E-37,0.25,12.67798,3.167438,355.46,EEIG1,estrogen-induced osteoclastogenesis regulator 1
729633,4.33E-36,7.94E-37,0.28,12.67694,3.544774,147.91,MRS2P2,MRS2 pseudogene 2
28990,4.36E-36,8.00E-37,0.252,12.67632,3.194213,127.23,ASTE1,asteroid homolog 1
5511,4.56E-36,8.36E-37,0.236,12.67289,2.989815,144.54,PPP1R8,protein phosphatase 1 regulatory subunit 8
150776,4.57E-36,8.39E-37,0.212,12.67262,2.684325,212.95,SMPD4BP,"sphingomyelin phosphodiesterase 4B, pseudogene"
100506365,4.65E-36,8.53E-37,0.248,12.67125,3.140211,168.86,OTUD6B-AS1,OTUD6B antisense RNA 1 (head to head)
23780,4.73E-36,8.68E-37,0.32,12.66989,4.056732,611.6,APOL2,apolipoprotein L2
54900,4.89E-36,8.99E-37,0.211,12.66721,2.672516,280.05,LAX1,lymphocyte transmembrane adaptor 1
105375384,4.94E-36,9.07E-37,0.302,12.66648,3.828664,92.52,LOC105375384,uncharacterized LOC105375384
94081,5.11E-36,9.38E-37,0.252,12.6638,3.188442,211.84,SFXN1,sideroflexin 1
2873,5.19E-36,9.54E-37,0.23,12.66251,2.91449,201.49,GPS1,G protein pathway suppressor 1
6886,5.21E-36,9.56E-37,0.226,12.66231,2.866229,416.48,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
23065,5.38E-36,9.88E-37,0.186,12.65976,2.358059,342.12,EMC1,ER membrane protein complex subunit 1
3013,5.83E-36,1.07E-36,0.553,12.6534,6.994777,130.96,H2AC7,H2A clustered histone 7
345778,5.85E-36,1.08E-36,0.212,12.65311,2.683151,238.77,MTX3,metaxin 3
6231,5.91E-36,1.09E-36,0.426,12.65232,5.386696,609.57,RPS26,ribosomal protein S26
64769,6.24E-36,1.15E-36,0.218,12.64796,2.758944,272.35,MEAF6,MYST/Esa1 associated factor 6
55173,6.28E-36,1.15E-36,0.246,12.64751,3.117259,132.03,MRPS10,mitochondrial ribosomal protein S10
29107,6.53E-36,1.20E-36,0.301,12.64438,3.801217,91.4,NXT1,nuclear transport factor 2 like export factor 1
101926943,6.53E-36,1.20E-36,0.346,12.64436,4.378972,83.51,GTF2I-AS1,GTF2I antisense RNA 1
7571,6.55E-36,1.21E-36,0.277,12.64415,3.504539,198.31,ZNF23,zinc finger protein 23
83483,6.57E-36,1.21E-36,0.268,12.64385,3.394087,233.84,PLVAP,plasmalemma vesicle associated protein
4715,6.63E-36,1.22E-36,0.372,12.64317,4.70141,95.72,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9
727956,6.63E-36,1.22E-36,0.248,12.64314,3.140235,289.68,SDHAP2,SDHA pseudogene 2
8673,7.03E-36,1.30E-36,0.303,12.63849,3.835324,154.9,VAMP8,vesicle associated membrane protein 8
5609,7.43E-36,1.37E-36,0.257,12.63418,3.250711,285.63,MAP2K7,mitogen-activated protein kinase kinase 7
9061,7.58E-36,1.40E-36,0.293,12.63256,3.703834,199.34,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1
22933,7.84E-36,1.45E-36,0.221,12.62987,2.788821,311.42,SIRT2,sirtuin 2
8882,8.02E-36,1.48E-36,0.208,12.62811,2.624134,381.52,ZPR1,ZPR1 zinc finger
84678,8.10E-36,1.49E-36,0.195,12.62728,2.467675,446.38,KDM2B,lysine demethylase 2B
200315,8.10E-36,1.49E-36,0.372,12.62727,4.699571,328.16,APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A
26499,8.31E-36,1.53E-36,0.267,12.6253,3.374155,155.52,PLEK2,pleckstrin 2
55142,8.39E-36,1.55E-36,0.221,12.6245,2.788289,213.13,HAUS2,HAUS augmin like complex subunit 2
79866,8.48E-36,1.56E-36,0.292,12.62362,3.682129,113.38,BORA,BORA aurora kinase A activator
9050,8.49E-36,1.57E-36,0.319,12.62355,4.02247,390.46,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2
55325,8.52E-36,1.57E-36,0.305,12.6233,3.845428,92.69,UFSP2,UFM1 specific peptidase 2
9197,8.53E-36,1.57E-36,0.207,12.62317,2.617214,355.63,SLC33A1,solute carrier family 33 member 1
51295,8.57E-36,1.58E-36,0.282,12.62274,3.564881,181.56,ECSIT,ECSIT signaling integrator
843,8.59E-36,1.59E-36,0.214,12.62259,2.702274,282.12,CASP10,caspase 10
55337,8.80E-36,1.63E-36,0.23,12.62063,2.902464,182.64,SHFL,shiftless antiviral inhibitor of ribosomal frameshifting
1736,8.83E-36,1.63E-36,0.269,12.62041,3.39172,213.74,DKC1,dyskerin pseudouridine synthase 1
10653,8.87E-36,1.64E-36,0.257,12.62004,3.239408,135.65,SPINT2,"serine peptidase inhibitor, Kunitz type 2"
6546,8.89E-36,1.64E-36,0.233,12.61978,2.938731,795.12,SLC8A1,solute carrier family 8 member A1
10420,8.95E-36,1.65E-36,0.24,12.61924,3.028082,183.86,TESK2,testis associated actin remodelling kinase 2
162,9.02E-36,1.67E-36,0.242,12.61866,3.047629,378.88,AP1B1,adaptor related protein complex 1 subunit beta 1
10393,9.16E-36,1.69E-36,0.273,12.61743,3.449014,147.21,ANAPC10,anaphase promoting complex subunit 10
360023,9.37E-36,1.73E-36,0.246,12.61564,3.100158,242.06,ZBTB41,zinc finger and BTB domain containing 41
3035,9.55E-36,1.77E-36,0.248,12.61409,3.12341,159.37,HARS1,histidyl-tRNA synthetase 1
3281,9.56E-36,1.77E-36,0.204,12.61402,2.569061,264.67,HSBP1,heat shock factor binding protein 1
55421,9.80E-36,1.81E-36,0.182,12.61207,2.289993,537.34,NCBP3,nuclear cap binding subunit 3
6497,9.83E-36,1.82E-36,0.221,12.61181,2.786486,536.33,SKI,SKI proto-oncogene
64218,1.05E-35,1.95E-36,0.242,12.60647,3.046194,314.06,SEMA4A,semaphorin 4A
10435,1.06E-35,1.96E-36,0.3,12.60575,3.782929,174.77,CDC42EP2,CDC42 effector protein 2
138151,1.08E-35,2.00E-36,0.226,12.60441,2.853335,403.79,NACC2,NACC family member 2
23636,1.08E-35,2.00E-36,0.236,12.60431,2.975381,205.89,NUP62,nucleoporin 62
94039,1.10E-35,2.04E-36,0.23,12.60275,2.893819,426.14,ZNF101,zinc finger protein 101
58485,1.11E-35,2.06E-36,0.309,12.60205,3.899338,127.53,TRAPPC1,trafficking protein particle complex subunit 1
151888,1.15E-35,2.13E-36,0.266,12.59946,3.349493,182.52,BTLA,B and T lymphocyte associated
10509,1.18E-35,2.19E-36,0.245,12.59719,3.086108,323.31,SEMA4B,semaphorin 4B
22902,1.22E-35,2.26E-36,0.197,12.59464,2.482591,350.48,RUFY3,RUN and FYVE domain containing 3
9170,1.26E-35,2.34E-36,0.294,12.59203,3.704416,301.04,LPAR2,lysophosphatidic acid receptor 2
11146,1.29E-35,2.40E-36,0.258,12.58994,3.253244,118.24,GLMN,"glomulin, FKBP associated protein"
400322,1.30E-35,2.42E-36,0.251,12.58929,3.161501,415.2,HERC2P2,HERC2 pseudogene 2
121512,1.33E-35,2.47E-36,0.254,12.58768,3.198635,546.55,FGD4,"FYVE, RhoGEF and PH domain containing 4"
84191,1.34E-35,2.48E-36,0.235,12.58719,2.958646,159.37,CIAO2A,cytosolic iron-sulfur assembly component 2A
20,1.35E-35,2.50E-36,0.199,12.58681,2.505564,536.79,ABCA2,ATP binding cassette subfamily A member 2
6257,1.36E-35,2.51E-36,0.232,12.58626,2.923029,237.66,RXRB,retinoid X receptor beta
5717,1.39E-35,2.58E-36,0.24,12.58421,3.019935,234.52,PSMD11,"proteasome 26S subunit, non-ATPase 11"
79095,1.39E-35,2.58E-36,0.292,12.58411,3.671294,98,BBLN,bublin coiled coil protein
135,1.41E-35,2.62E-36,0.281,12.5829,3.541761,162.65,ADORA2A,adenosine A2a receptor
10447,1.43E-35,2.65E-36,0.254,12.5822,3.195626,152.6,FAM3C,FAM3 metabolism regulating signaling molecule C
401466,1.53E-35,2.85E-36,0.341,12.57641,4.288057,89,RBIS,ribosomal biogenesis factor
11201,1.57E-35,2.91E-36,0.226,12.57473,2.846626,217.27,POLI,DNA polymerase iota
124245,1.58E-35,2.94E-36,0.212,12.57379,2.659518,320.36,ZC3H18,zinc finger CCCH-type containing 18
29108,1.59E-35,2.95E-36,0.355,12.57372,4.469432,136.04,PYCARD,PYD and CARD domain containing
140459,1.62E-35,3.02E-36,0.232,12.57179,2.920222,189.71,ASB6,ankyrin repeat and SOCS box containing 6
25778,1.63E-35,3.03E-36,0.2,12.57136,2.515253,327.25,DSTYK,dual serine/threonine and tyrosine protein kinase
100532724,1.66E-35,3.08E-36,0.236,12.57022,2.96952,177.26,NPHP3-ACAD11,NPHP3-ACAD11 readthrough (NMD candidate)
3099,1.70E-35,3.16E-36,0.247,12.56827,3.108356,403.21,HK2,hexokinase 2
200030,1.75E-35,3.25E-36,0.202,12.56605,2.541965,302.17,NBPF11,NBPF member 11
9470,1.77E-35,3.28E-36,0.229,12.56513,2.875867,260.64,EIF4E2,eukaryotic translation initiation factor 4E family member 2
55967,1.79E-35,3.33E-36,0.378,12.564,4.745163,81.26,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12
108903150,1.80E-35,3.34E-36,0.239,12.56381,3.002466,139.5,ZNF8-ERVK3-1,ZNF8-ERVK3-1 readthrough
14,1.81E-35,3.36E-36,0.244,12.56326,3.062608,184.9,AAMP,angio associated migratory cell protein
51122,1.81E-35,3.36E-36,0.245,12.56323,3.082397,143.87,COMMD2,COMM domain containing 2
10520,1.84E-35,3.43E-36,0.235,12.56167,2.948451,169.87,ZNF211,zinc finger protein 211
200894,2.01E-35,3.74E-36,0.273,12.55485,3.431441,134.09,ARL13B,ADP ribosylation factor like GTPase 13B
285148,2.07E-35,3.86E-36,0.19,12.55237,2.384265,406.27,IAH1,isoamyl acetate hydrolyzing esterase 1 (putative)
4801,2.16E-35,4.02E-36,0.242,12.54914,3.042332,153.62,NFYB,nuclear transcription factor Y subunit beta
29946,2.19E-35,4.09E-36,0.28,12.54783,3.511166,159.47,SERTAD3,SERTA domain containing 3
23759,2.21E-35,4.12E-36,0.197,12.54719,2.469409,334.45,PPIL2,peptidylprolyl isomerase like 2
282991,2.23E-35,4.15E-36,0.248,12.5465,3.114535,243.36,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2
23067,2.28E-35,4.24E-36,0.197,12.54491,2.465196,455.71,SETD1B,"SET domain containing 1B, histone lysine methyltransferase"
10806,2.31E-35,4.31E-36,0.198,12.54357,2.486744,475.74,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8
8870,2.32E-35,4.32E-36,0.306,12.5435,3.835432,94.65,IER3,immediate early response 3
64121,2.43E-35,4.52E-36,0.319,12.53981,3.996291,140.23,RRAGC,Ras related GTP binding C
286257,2.45E-35,4.57E-36,0.304,12.53903,3.816125,100.46,PAXX,PAXX non-homologous end joining factor
10193,2.51E-35,4.68E-36,0.198,12.53704,2.484993,268.57,RNF41,ring finger protein 41
5052,2.53E-35,4.72E-36,0.296,12.53645,3.713061,138.75,PRDX1,peroxiredoxin 1
2963,2.58E-35,4.81E-36,0.225,12.53493,2.814125,226.77,GTF2F2,general transcription factor IIF subunit 2
29916,2.62E-35,4.89E-36,0.253,12.53356,3.17613,239.35,SNX11,sorting nexin 11
55780,2.69E-35,5.02E-36,0.226,12.53156,2.826314,170.91,ERMARD,ER membrane associated RNA degradation
100996485,2.74E-35,5.12E-36,0.261,12.52997,3.274361,143.34,PITX1-AS1,PITX1 antisense RNA 1
321,2.75E-35,5.14E-36,0.216,12.52962,2.702185,377.49,APBA2,amyloid beta precursor protein binding family A member 2
57446,2.79E-35,5.21E-36,0.204,12.52853,2.551414,220.96,NDRG3,NDRG family member 3
80228,2.89E-35,5.40E-36,0.199,12.52568,2.49797,712.44,ORAI2,ORAI calcium release-activated calcium modulator 2
25804,2.90E-35,5.41E-36,0.265,12.52559,3.316748,123.57,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
10641,2.97E-35,5.55E-36,0.237,12.52359,2.972205,144.54,NPRL2,"NPR2 like, GATOR1 complex subunit"
64793,2.99E-35,5.59E-36,0.233,12.52293,2.919246,257.93,CEP85,centrosomal protein 85
2821,3.04E-35,5.68E-36,0.183,12.52167,2.292731,482.51,GPI,glucose-6-phosphate isomerase
4134,3.04E-35,5.69E-36,0.179,12.52159,2.241866,467.29,MAP4,microtubule associated protein 4
23341,3.12E-35,5.83E-36,0.224,12.51964,2.799487,355.22,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16
283416,3.16E-35,5.91E-36,0.326,12.51856,4.077452,92.43,LINC01465,long intergenic non-protein coding RNA 1465
6280,3.23E-35,6.04E-36,0.747,12.51689,9.35177,8757.2,S100A9,S100 calcium binding protein A9
153443,3.27E-35,6.12E-36,0.263,12.51582,3.294304,163.59,SRFBP1,serum response factor binding protein 1
1438,3.34E-35,6.24E-36,0.231,12.51421,2.890553,365.69,CSF2RA,colony stimulating factor 2 receptor subunit alpha
19,3.44E-35,6.43E-36,0.292,12.51182,3.650146,1174.81,ABCA1,ATP binding cassette subfamily A member 1
11232,3.44E-35,6.44E-36,0.311,12.51171,3.887104,92.96,POLG2,"DNA polymerase gamma 2, accessory subunit"
7249,3.45E-35,6.45E-36,0.198,12.51165,2.481418,377.79,TSC2,TSC complex subunit 2
55709,3.51E-35,6.57E-36,0.252,12.51015,3.155558,124.1,KBTBD4,kelch repeat and BTB domain containing 4
100129482,3.61E-35,6.76E-36,0.203,12.50788,2.543164,334.19,ZNF37BP,"zinc finger protein 37B, pseudogene"
79954,3.64E-35,6.82E-36,0.232,12.50723,2.897717,314.22,NOL10,nucleolar protein 10
163786,3.64E-35,6.82E-36,0.266,12.50721,3.330132,167.74,SASS6,SAS-6 centriolar assembly protein
643155,3.79E-35,7.10E-36,0.286,12.50397,3.571897,102.19,SMIM15,small integral membrane protein 15
1116,3.79E-35,7.10E-36,0.322,12.50393,4.022853,259.99,CHI3L1,chitinase 3 like 1
55676,3.79E-35,7.11E-36,0.203,12.50391,2.5322,254.08,SLC30A6,solute carrier family 30 member 6
9918,3.83E-35,7.18E-36,0.208,12.50314,2.595695,293.47,NCAPD2,non-SMC condensin I complex subunit D2
29062,3.87E-35,7.25E-36,0.202,12.50233,2.531223,249.79,WDR91,WD repeat domain 91
113218500,3.88E-35,7.28E-36,1.199,12.50201,14.99215,4487.82,MIR10393,microRNA 10393
7156,3.89E-35,7.29E-36,0.195,12.50193,2.44344,426.43,TOP3A,DNA topoisomerase III alpha
100189071,4.07E-35,7.64E-36,0.713,12.49817,8.910591,305.92,TRI-AAT2-1,tRNA-Ile (anticodon AAT) 2-1
493861,4.11E-35,7.71E-36,0.326,12.49746,4.068283,92.31,EID3,EP300 interacting inhibitor of differentiation 3
8795,4.17E-35,7.82E-36,0.272,12.49626,3.398635,363.87,TNFRSF10B,TNF receptor superfamily member 10b
60528,4.22E-35,7.91E-36,0.219,12.49536,2.732175,226.2,ELAC2,elaC ribonuclease Z 2
51130,4.26E-35,7.99E-36,0.283,12.49458,3.534887,101.43,ASB3,ankyrin repeat and SOCS box containing 3
57234,4.38E-35,8.23E-36,0.222,12.49229,2.774342,219.65,LINC00869,long intergenic non-protein coding RNA 869
5893,4.47E-35,8.38E-36,0.21,12.49081,2.620231,225.94,RAD52,"RAD52 homolog, DNA repair protein"
89910,4.50E-35,8.45E-36,0.21,12.49014,2.617773,390.13,UBE3B,ubiquitin protein ligase E3B
153396,4.62E-35,8.67E-36,0.216,12.48813,2.703102,360.19,TMEM161B,transmembrane protein 161B
80215,4.63E-35,8.68E-36,0.296,12.48797,3.691683,100.31,RUNX1-IT1,RUNX1 intronic transcript 1
253635,4.68E-35,8.78E-36,0.237,12.48711,2.957374,165.09,GPATCH11,G-patch domain containing 11
23155,4.69E-35,8.81E-36,0.227,12.4868,2.83867,168.37,CLCC1,chloride channel CLIC like 1
51388,4.79E-35,9.00E-36,0.255,12.48516,3.179789,114.06,NIP7,nucleolar pre-rRNA processing protein NIP7
1611,4.87E-35,9.15E-36,0.292,12.48377,3.641334,188.3,DAP,death associated protein
9020,4.90E-35,9.20E-36,0.205,12.48334,2.556725,261.66,MAP3K14,mitogen-activated protein kinase kinase kinase 14
4175,5.05E-35,9.49E-36,0.24,12.48088,2.989676,155.8,MCM6,minichromosome maintenance complex component 6
728262,5.14E-35,9.66E-36,0.276,12.47947,3.442411,609.29,FAM157A,family with sequence similarity 157 member A
10623,5.17E-35,9.72E-36,0.226,12.47901,2.825238,349.94,POLR3C,RNA polymerase III subunit C
54930,5.28E-35,9.93E-36,0.297,12.4773,3.707346,198.16,HAUS4,HAUS augmin like complex subunit 4
3557,5.32E-35,1.00E-35,0.285,12.47677,3.552931,243.44,IL1RN,interleukin 1 receptor antagonist
128077,5.39E-35,1.01E-35,0.226,12.47563,2.822798,243.99,LIX1L,limb and CNS expressed 1 like
55255,5.42E-35,1.02E-35,0.247,12.47521,3.076152,182.65,WDR41,WD repeat domain 41
160418,5.45E-35,1.03E-35,0.259,12.47468,3.229903,150.65,TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3
4758,5.55E-35,1.05E-35,0.234,12.47321,2.913712,219.8,NEU1,neuraminidase 1
9342,5.64E-35,1.06E-35,0.245,12.47205,3.059579,184.52,SNAP29,synaptosome associated protein 29
120103,5.85E-35,1.10E-35,0.256,12.46912,3.193104,168.27,SLC36A4,solute carrier family 36 member 4
55775,5.93E-35,1.12E-35,0.213,12.46798,2.654106,243.73,TDP1,tyrosyl-DNA phosphodiesterase 1
4591,5.94E-35,1.12E-35,0.214,12.46788,2.673421,261.46,TRIM37,tripartite motif containing 37
55748,6.16E-35,1.16E-35,0.236,12.46491,2.937686,364.14,CNDP2,carnosine dipeptidase 2
695,6.20E-35,1.17E-35,0.302,12.46436,3.76022,303.78,BTK,Bruton tyrosine kinase
100130311,6.23E-35,1.17E-35,0.359,12.46397,4.472386,319.7,C17orf107,chromosome 17 open reading frame 107
8893,6.37E-35,1.20E-35,0.209,12.46221,2.607549,208.02,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon
10745,6.41E-35,1.21E-35,0.246,12.46174,3.07103,206.87,PHTF1,putative homeodomain transcription factor 1
54951,6.41E-35,1.21E-35,0.272,12.46161,3.384521,111.79,COMMD8,COMM domain containing 8
6945,7.14E-35,1.35E-35,0.261,12.453,3.256223,166.99,MLX,MAX dimerization protein MLX
56895,7.18E-35,1.35E-35,0.198,12.45259,2.465506,274.65,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4
11132,7.25E-35,1.37E-35,0.24,12.45185,2.992148,158.02,CAPN10,calpain 10
79716,7.48E-35,1.41E-35,0.26,12.44926,3.234414,143.42,NPEPL1,aminopeptidase like 1
85444,7.71E-35,1.45E-35,0.304,12.44684,3.787141,156.73,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1
100289230,7.85E-35,1.48E-35,0.377,12.44542,4.691017,101.41,LOC100289230,uncharacterized LOC100289230
5510,7.85E-35,1.48E-35,0.282,12.44539,3.506603,224.64,PPP1R7,protein phosphatase 1 regulatory subunit 7
340527,7.99E-35,1.51E-35,0.28,12.44398,3.487866,1056.61,NHSL2,NHS like 2
10363,8.16E-35,1.54E-35,0.219,12.44226,2.720694,195.53,HMG20A,high mobility group 20A
57584,8.33E-35,1.57E-35,0.191,12.44066,2.372421,388.24,ARHGAP21,Rho GTPase activating protein 21
105376980,8.53E-35,1.61E-35,0.268,-12.43869,-3.338062,159.84,LOC105376980,
84852,8.66E-35,1.64E-35,0.251,12.43747,3.122201,136.12,ATP1A1-AS1,ATP1A1 antisense RNA 1
5447,8.86E-35,1.67E-35,0.244,12.43568,3.028305,197.81,POR,cytochrome p450 oxidoreductase
23768,8.88E-35,1.68E-35,0.25,-12.43548,-3.110954,192.24,FLRT2,fibronectin leucine rich transmembrane protein 2
1050,9.18E-35,1.74E-35,0.274,12.43276,3.411264,166.28,CEBPA,CCAAT enhancer binding protein alpha
7561,9.25E-35,1.75E-35,0.288,12.43217,3.582663,122.34,ZNF14,zinc finger protein 14
1033,9.32E-35,1.76E-35,0.337,12.43157,4.183242,164.61,CDKN3,cyclin dependent kinase inhibitor 3
57097,9.71E-35,1.84E-35,0.226,12.42826,2.811328,210.58,PARP11,poly(ADP-ribose) polymerase family member 11
22907,9.80E-35,1.85E-35,0.196,12.42754,2.441065,287.1,DHX30,DExH-box helicase 30
57621,9.96E-35,1.88E-35,0.254,12.42617,3.150498,227.66,ZBTB2,zinc finger and BTB domain containing 2
347733,1.03E-34,1.94E-35,0.286,12.42381,3.55064,194.01,TUBB2B,tubulin beta 2B class IIb
11047,1.03E-34,1.95E-35,0.266,12.42324,3.298941,170.23,ADRM1,ADRM1 26S proteasome ubiquitin receptor
284004,1.05E-34,1.99E-35,0.222,12.42171,2.758508,195.9,HEXD,hexosaminidase D
55052,1.06E-34,2.00E-35,0.306,12.42153,3.79892,100.17,MRPL20,mitochondrial ribosomal protein L20
105372146,1.08E-34,2.05E-35,0.252,12.4195,3.130083,151.56,LOC105372146,uncharacterized LOC105372146
5711,1.08E-34,2.05E-35,0.235,12.41942,2.914098,147.78,PSMD5,"proteasome 26S subunit, non-ATPase 5"
5910,1.11E-34,2.10E-35,0.303,12.41749,3.766585,264.88,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1
